species,family,length_cm,length_ref,mass_grams,phylo_distance_diet_model_my,venom_yield_mg,venom_yield_ref,environment,Env_refs,dimensions,constriction,ld50_mg,species,ld50_error,Error_type,ld50_method,ld50_model_class,ld50_model,ld50_ref,fishes,inverts,amphibians,reptiles,birds,eggs,mammals,egg.bin,diet_refs,prey_size_g,max_prey_g
Cerastes_cerastes,Viperidae,85,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",325,236.0129175,51,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Kochva E. (1978) Oral Glands of the Reptilia. In : Biology of the Reptilia.VIII. Eds. Gans C. and Gans K.A., Academic Press, London and New York. Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",terrestrial,"Mallow D, Ludwig D, Nilson G. 2003. True Vipers: Natural History and Toxinology of Old World Vipers. Malabar, Florida: Krieger Publishing Company. 359 pp",1,no,0.5,Cerastes_cerastes,,,iv,mammal,Mus_musculus,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",0,0,0,47.62,1.59,0,50.79,no,"Webber, M.M., X. Glaudas, J.A. Rodriguez-Robles. 2012. Do sidewinding rattlesnakes (Crotalus cerastes, Viperidae) cease feeding during the breeding season? Copeia 2012: 100-105.",NA,NA
Cerastes_cerastes,Viperidae,85,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",325,236.0129175,51,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Kochva E. (1978) Oral Glands of the Reptilia. In : Biology of the Reptilia.VIII. Eds. Gans C. and Gans K.A., Academic Press, London and New York. Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",terrestrial,"Mallow D, Ludwig D, Nilson G. 2003. True Vipers: Natural History and Toxinology of Old World Vipers. Malabar, Florida: Krieger Publishing Company. 359 pp",1,no,0.95,Cerastes_cerastes,,none given,ip,mammal,Mus_musculus,"Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",0,0,0,47.62,1.59,0,50.79,no,"Webber, M.M., X. Glaudas, J.A. Rodriguez-Robles. 2012. Do sidewinding rattlesnakes (Crotalus cerastes, Viperidae) cease feeding during the breeding season? Copeia 2012: 100-105.",NA,NA
Cerastes_cerastes,Viperidae,85,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",325,236.0129175,51,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Kochva E. (1978) Oral Glands of the Reptilia. In : Biology of the Reptilia.VIII. Eds. Gans C. and Gans K.A., Academic Press, London and New York. Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",terrestrial,"Mallow D, Ludwig D, Nilson G. 2003. True Vipers: Natural History and Toxinology of Old World Vipers. Malabar, Florida: Krieger Publishing Company. 359 pp",1,no,1.35,Cerastes_cerastes,,none given,ip,mammal,Mus_musculus,"Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",0,0,0,47.62,1.59,0,50.79,no,"Webber, M.M., X. Glaudas, J.A. Rodriguez-Robles. 2012. Do sidewinding rattlesnakes (Crotalus cerastes, Viperidae) cease feeding during the breeding season? Copeia 2012: 100-105.",NA,NA
Cerastes_cerastes,Viperidae,85,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",325,236.0129175,51,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Kochva E. (1978) Oral Glands of the Reptilia. In : Biology of the Reptilia.VIII. Eds. Gans C. and Gans K.A., Academic Press, London and New York. Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",terrestrial,"Mallow D, Ludwig D, Nilson G. 2003. True Vipers: Natural History and Toxinology of Old World Vipers. Malabar, Florida: Krieger Publishing Company. 359 pp",1,no,0.3,Cerastes_cerastes,,,ip,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,0,47.62,1.59,0,50.79,no,"Webber, M.M., X. Glaudas, J.A. Rodriguez-Robles. 2012. Do sidewinding rattlesnakes (Crotalus cerastes, Viperidae) cease feeding during the breeding season? Copeia 2012: 100-105.",NA,NA
Cerastes_cerastes,Viperidae,85,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",325,236.0129175,51,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Kochva E. (1978) Oral Glands of the Reptilia. In : Biology of the Reptilia.VIII. Eds. Gans C. and Gans K.A., Academic Press, London and New York. Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",terrestrial,"Mallow D, Ludwig D, Nilson G. 2003. True Vipers: Natural History and Toxinology of Old World Vipers. Malabar, Florida: Krieger Publishing Company. 359 pp",1,no,15,Cerastes_cerastes,,,sc,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,0,47.62,1.59,0,50.79,no,"Webber, M.M., X. Glaudas, J.A. Rodriguez-Robles. 2012. Do sidewinding rattlesnakes (Crotalus cerastes, Viperidae) cease feeding during the breeding season? Copeia 2012: 100-105.",NA,NA
Cerastes_cerastes,Viperidae,85,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",325,236.0129175,51,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Kochva E. (1978) Oral Glands of the Reptilia. In : Biology of the Reptilia.VIII. Eds. Gans C. and Gans K.A., Academic Press, London and New York. Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",terrestrial,"Mallow D, Ludwig D, Nilson G. 2003. True Vipers: Natural History and Toxinology of Old World Vipers. Malabar, Florida: Krieger Publishing Company. 359 pp",1,no,0.45,Cerastes_cerastes,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,0,47.62,1.59,0,50.79,no,"Webber, M.M., X. Glaudas, J.A. Rodriguez-Robles. 2012. Do sidewinding rattlesnakes (Crotalus cerastes, Viperidae) cease feeding during the breeding season? Copeia 2012: 100-105.",NA,NA
Cerastes_cerastes,Viperidae,85,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",325,236.0129175,51,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Kochva E. (1978) Oral Glands of the Reptilia. In : Biology of the Reptilia.VIII. Eds. Gans C. and Gans K.A., Academic Press, London and New York. Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",terrestrial,"Mallow D, Ludwig D, Nilson G. 2003. True Vipers: Natural History and Toxinology of Old World Vipers. Malabar, Florida: Krieger Publishing Company. 359 pp",1,no,7.5,Cerastes_cerastes,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,0,47.62,1.59,0,50.79,no,"Webber, M.M., X. Glaudas, J.A. Rodriguez-Robles. 2012. Do sidewinding rattlesnakes (Crotalus cerastes, Viperidae) cease feeding during the breeding season? Copeia 2012: 100-105.",NA,NA
Cerastes_vipera,Viperidae,53,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",82,316.35,22.3,"Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",terrestrial,"Sivan, J., Kam, M., Hadad, S., Degen, A.A., Rozenboim, I. and Rosenstrauch, A., 2013. Temporal activity and dietary selection in two coexisting desert snakes, the Saharan sand viper (Cerastes vipera) and the crowned leafnose (Lytorhynchus diadema). Zoology, 116(2), pp.113-117.",1,no,0.53,Cerastes_vipera,0.32-0.74,95_confidence_interval,iv,mammal,Mus_musculus,"Theakston, R.D.G. and Reid, H.A., 1983. Development of simple standard assay procedures for the characterization of snake venoms. Bulletin of the world health organization, 61(6), p.949.",0,0,0,100,0,0,0,no,"Sivan, J., Kam, M., Hadad, S., Degen, A.A., Rozenboim, I. and Rosenstrauch, A., 2013. Temporal activity and dietary selection in two coexisting desert snakes, the Saharan sand viper (Cerastes vipera) and the crowned leafnose (Lytorhynchus diadema). Zoology, 116(2), pp.113-117.",12.44,15.6
Cerastes_vipera,Viperidae,53,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",82,316.35,22.3,"Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",terrestrial,"Sivan, J., Kam, M., Hadad, S., Degen, A.A., Rozenboim, I. and Rosenstrauch, A., 2013. Temporal activity and dietary selection in two coexisting desert snakes, the Saharan sand viper (Cerastes vipera) and the crowned leafnose (Lytorhynchus diadema). Zoology, 116(2), pp.113-117.",1,no,0.25,Cerastes_vipera,,,ip,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,0,100,0,0,0,no,"Sivan, J., Kam, M., Hadad, S., Degen, A.A., Rozenboim, I. and Rosenstrauch, A., 2013. Temporal activity and dietary selection in two coexisting desert snakes, the Saharan sand viper (Cerastes vipera) and the crowned leafnose (Lytorhynchus diadema). Zoology, 116(2), pp.113-117.",12.44,15.6
Cerastes_vipera,Viperidae,53,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",82,316.35,22.3,"Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",terrestrial,"Sivan, J., Kam, M., Hadad, S., Degen, A.A., Rozenboim, I. and Rosenstrauch, A., 2013. Temporal activity and dietary selection in two coexisting desert snakes, the Saharan sand viper (Cerastes vipera) and the crowned leafnose (Lytorhynchus diadema). Zoology, 116(2), pp.113-117.",1,no,0.64,Cerastes_vipera,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,0,100,0,0,0,no,"Sivan, J., Kam, M., Hadad, S., Degen, A.A., Rozenboim, I. and Rosenstrauch, A., 2013. Temporal activity and dietary selection in two coexisting desert snakes, the Saharan sand viper (Cerastes vipera) and the crowned leafnose (Lytorhynchus diadema). Zoology, 116(2), pp.113-117.",12.44,15.6
Cerastes_vipera,Viperidae,53,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",82,316.35,22.3,"Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied Sciences), 11(1), p.1431.",terrestrial,"Sivan, J., Kam, M., Hadad, S., Degen, A.A., Rozenboim, I. and Rosenstrauch, A., 2013. Temporal activity and dietary selection in two coexisting desert snakes, the Saharan sand viper (Cerastes vipera) and the crowned leafnose (Lytorhynchus diadema). Zoology, 116(2), pp.113-117.",1,no,0.578,Cerastes_vipera,,none given,ip,mammal,Mus_musculus,"Abdel_Aal, A. and Abdel-Baset, A., 2010. Venom yield and toxicities of six Egyptian snakes with a description of a procedure for estimating the amount of venom ejected by a single snake bite. Scientific Journal of King Faisal University (Basic and Applied",0,0,0,100,0,0,0,no,"Sivan, J., Kam, M., Hadad, S., Degen, A.A., Rozenboim, I. and Rosenstrauch, A., 2013. Temporal activity and dietary selection in two coexisting desert snakes, the Saharan sand viper (Cerastes vipera) and the crowned leafnose (Lytorhynchus diadema). Zoology, 116(2), pp.113-117.",12.44,15.6
Crotalus_adamanteus,Viperidae,244,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",6987,65.5,443,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; U.S. Department of the Navy (1968) Poisonous Snakes of the World. United States Government Printing Office, Washington. D.C.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,no,1.69,Crotalus_adamanteus,,,iv,mammal,Mus_musculus,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,3.9,1.1,1.1,0,94,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",565.4,1355.23
Crotalus_adamanteus,Viperidae,244,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",6987,65.5,443,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; U.S. Department of the Navy (1968) Poisonous Snakes of the World. United States Government Printing Office, Washington. D.C.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,no,11.4,Crotalus_adamanteus,9.10-14.25,95_confidence_interval,sc,mammal,Mus_musculus,"Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11.",0,0,3.9,1.1,1.1,0,94,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",565.4,1355.23
Crotalus_adamanteus,Viperidae,244,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",6987,65.5,443,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; U.S. Department of the Navy (1968) Poisonous Snakes of the World. United States Government Printing Office, Washington. D.C.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,no,14.6,Crotalus_adamanteus,,,sc,mammal,Mus_musculus,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,3.9,1.1,1.1,0,94,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",565.4,1355.23
Crotalus_adamanteus,Viperidae,244,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",6987,65.5,443,"Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.; Broad, A. J., Sutherland, S. K., Coulter, A.R. (1979). The lethality in mice of dangerous Australian and other snake venoms. Toxicon (17). 664-667. 11. ; U.S. Department of the Navy (1968) Poisonous Snakes of the World. United States Government Printing Office, Washington. D.C.; Minton S.A. (1974) Venom Diseases. Ed. Thomas C.C., Springfield, Illinois.",terrestrial,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,no,1.89,Crotalus_adamanteus,,,ip,mammal,Mus_musculus,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",0,0,3.9,1.1,1.1,0,94,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",565.4,1355.23
Crotalus_atrox,Viperidae,213,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",4705,162.731433,400,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",terrestrial,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,no,3.56,Crotalus_atrox,,,iv,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,0,12,2,0,86,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",85.04,1395.14
Crotalus_atrox,Viperidae,213,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",4705,162.731433,400,"Gibbs, H.L. and Mackessy, S.P., 2009. Functional basis of a molecular adaptation: prey-specific toxic effects of venom from Sistrurus rattlesnakes. Toxicon, 53(6), pp.672-679.",terrestrial,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",1,no,4.266,Crotalus_atrox,,,ip,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,0,0,0,12,2,0,86,no,"Ernst, C. H. & Ernst, E. M. Snakes of the United States and Canada.  (Smithsonian Books, 2003). ",85.04,1395.14
